Ontology ID	LABEL	Entity type	SubClass Of [NAMED]	alternative term	definition	definition source	Reference web link (top ability)	term editor	desposition	role	SubProperty Of
OCCO:11907100	gambling manager	Class	entertainment or recreation manager	Gambling Managers	"Plan, direct, or coordinate gambling operations in a casino. May formulate house rules."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11907200	"entertainment or recreation manager, except gambling"	Class	entertainment or recreation manager	"Entertainment and Recreation Managers, Except Gambling"	"Plan, direct, or coordinate entertainment and recreational activities and operations of a recreational facility, including cruise ships and parks."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11908000	lodging manager (broad)	Class	other management occupation	Lodging Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11911000	medical or health services manager (broad)	Class	other management occupation	Medical and Health Services Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11912000	natural sciences manager (broad)	Class	other management occupation	Natural Sciences Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11913000	postmaster or mail superintendent	Class	other management occupation	Postmasters and Mail Superintendents		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11914000	"property, real estate, or community association manager (broad)"	Class	other management occupation	"Property, Real Estate, and Community Association Managers"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11915000	social or community service manager (broad)	Class	other management occupation	Social and Community Service Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11916000	emergency management director (broad)	Class	other management occupation	Emergency Management Directors		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11917000	personal service manager	Class	other management occupation	Personal Service Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11917100	funeral home manager	Class	personal service manager	Funeral Home Managers	"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11917900	"personal service manager, all other"	Class	personal service manager	"Personal Service Managers, All Other"	All personal service managers not listed separately.	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11919000	miscellaneous manager	Class	other management occupation	Miscellaneous Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11919900	"manager, all other"	Class	miscellaneous manager	"Managers, All Other"	All managers not listed separately.	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11919910	wind energy development manager	Class	miscellaneous manager	Wind Energy Development Managers	"Lead or manage the development and evaluation of potential wind energy business opportunities, including environmental studies, permitting, and proposals. May also manage construction of projects."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13000000	business or financial operations occupation holder	Class	occupation holder	Business and Financial Operations Occupations		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13100000	business operations specialist	Class	business or financial operations occupation holder	Business Operations Specialists		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13101000	"agent or business manager of artist, performer, or athlete"	Class	business operations specialist	"Agents and Business Managers of Artists, Performers, and Athletes"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13102000	buyer or purchasing agent	Class	business operations specialist	Buyers and Purchasing Agents		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13103000	"claims adjuster, appraiser, examiner, or investigator"	Class	business operations specialist	"Claims Adjusters, Appraisers, Examiners, and Investigators"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13103100	"claims adjuster, examiner, or investigator"	Class	"claims adjuster, appraiser, examiner, or investigator"	"Claims Adjusters, Examiners, and Investigators"	Review settled claims to determine that payments and settlements are made in accordance with company practices and procedures. Confer with legal counsel on claims requiring litigation. May also settle insurance claims.	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13104000	compliance officer (broad)	Class	business operations specialist	Compliance Officers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13104100	compliance officer	Class	compliance officer (broad)	Compliance Officers	"Examine, evaluate, and investigate eligibility for or conformity with laws and regulations governing contract compliance of licenses and permits, and perform other compliance and enforcement inspection and analysis activities not classified elsewhere."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13105000	cost estimator (broad)	Class	business operations specialist	Cost Estimators		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13107000	human resources worker	Class	business operations specialist	Human Resources Workers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13108000	logistician or project management specialist	Class	business operations specialist	Logisticians and Project Management Specialists		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13108200	project management specialist	Class	logistician or project management specialist	Project Management Specialists	"Analyze and coordinate the schedule, timeline, procurement, staffing, and budget of a product or service on a per project basis. Lead and guide the work of technical staff. May serve as a point of contact for the client or customer."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13111000	management analyst (broad)	Class	business operations specialist	Management Analysts		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13112000	"meeting, convention, or event planner (broad)"	Class	business operations specialist	"Meeting, Convention, and Event Planners"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13113000	fundraiser (broad)	Class	business operations specialist	Fundraisers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13114000	"compensation, benefits, or job analysis specialist"	Class	business operations specialist	"Compensation, Benefits, and Job Analysis Specialists"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13115000	training or development specialist (broad)	Class	business operations specialist	Training and Development Specialists		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13116000	market research analyst or marketing specialist (broad)	Class	business operations specialist	Market Research Analysts and Marketing Specialists		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13119000	miscellaneous business operations specialist	Class	business operations specialist	Miscellaneous Business Operations Specialists		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13119900	"business operations specialist, all other"	Class	miscellaneous business operations specialist	"Business Operations Specialists, All Other"	All business operations specialists not listed separately.	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13200000	financial specialist	Class	business or financial operations occupation holder	Financial Specialists		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13201000	accountant or auditor (broad)	Class	financial specialist	Accountants and Auditors		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13201100	accountant or auditor	Class	accountant or auditor (broad)	Accountants and Auditors	"Examine, analyze, and interpret accounting records to prepare financial statements, give advice, or audit and evaluate statements prepared by others. Install or advise on systems of recording costs or other financial and budgetary data."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13202000	property appraiser or assessor	Class	financial specialist	Property Appraisers and Assessors		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13202200	appraiser of personal or business property	Class	property appraiser or assessor	Appraisers of Personal and Business Property	"Appraise and estimate the fair value of tangible personal or business property, such as jewelry, art, antiques, collectibles, and equipment. May also appraise land."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13202300	appraiser or assessos of real estate	Class	property appraiser or assessor	Appraisers and Assessors of Real Estate	"Appraise real estate, exclusively, and estimate its fair value. May assess taxes in accordance with prescribed schedules."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13203000	budget analyst (broad)	Class	financial specialist	Budget Analysts		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13204000	credit analyst (broad)	Class	financial specialist	Credit Analysts		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13205000	financial analyst or advisor	Class	financial specialist	Financial Analysts and Advisors		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:13205100	financial or investment analyst	Class	financial analyst or advisor	Financial and Investment Analysts	"Conduct quantitative analyses of information involving investment programs or financial data of public or private institutions, including valuation of businesses."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
